step:,cumulative_err:,CTE:,Steering:,Speed:,throttle:
3071,3648.99,-1.1158,0.101183,11.4469,0.1
3072,3650.09,-1.0482,0.0939872,11.6539,0.1
3073,3651.15,-1.0257,0.11029,11.4117,0.1
3074,3652.02,-0.933,0.0734065,11.5038,0.1
3075,3652.8,-0.8862,0.0875296,11.3884,0.1
3076,3653.47,-0.8149,0.0710071,11.5594,0.1
3077,3654.01,-0.74,0.0624471,11.6927,0.1
3078,3654.49,-0.6909,0.0682025,11.5937,0.1
3079,3654.93,-0.6667,0.0760759,11.2475,0.1
3080,3655.35,-0.6418,0.0736268,11.5369,0.1
3081,3655.67,-0.5667,0.0463201,11.4215,0.1
3082,3655.96,-0.5411,0.0638307,11.6022,0.1
3083,3656.23,-0.5161,0.0618287,11.3324,0.1
3084,3656.42,-0.4395,0.0337485,11.5621,0.1
3085,3656.57,-0.388,0.0388325,11.5788,0.1
3086,3656.67,-0.311,0.021088,11.3813,0.1
3087,3656.75,-0.285,0.0390305,11.5182,0.1
3088,3656.82,-0.2592,0.0366601,11.4337,0.1
3089,3656.87,-0.2331,0.0340466,11.564,0.1
3090,3656.91,-0.2076,0.0318404,11.3005,0.1
3091,3656.95,-0.1813,0.0289811,11.5802,0.1
3092,3656.97,-0.1553,0.0265787,11.4103,0.1
3093,3656.99,-0.1293,0.0240434,11.2995,0.1
3094,3657,-0.1028,0.0212448,11.5923,0.1
3095,3657,-0.0501,0.0055198,11.2913,0.1
3096,3657,-0.0231,0.0131114,11.6274,0.1
3097,3657,0.0304,-0.00285385,11.6225,0.1
3098,3657,0.0567,0.0053678,11.4415,0.1
3099,3657.02,0.136,-0.0238302,11.5222,0.1
3100,3657.06,0.1888,-0.0186046,11.5146,0.1
3101,3657.11,0.2149,-0.010642,11.424,0.1
3102,3657.16,0.2412,-0.0134726,11.5349,0.1
3103,3657.25,0.2937,-0.0293495,11.5782,0.1
3104,3657.39,0.372,-0.0476855,11.4291,0.1
3105,3657.55,0.3984,-0.0297647,11.6323,0.1
3106,3657.77,0.4754,-0.0579424,11.3132,0.1
3107,3658.11,0.578,-0.0787314,11.4119,0.1
3108,3658.5,0.6286,-0.0633057,11.435,0.1
3109,3658.96,0.6783,-0.0682548,11.4076,0.1
3110,3659.46,0.7033,-0.0612265,11.603,0.1
3111,3659.99,0.7276,-0.0637403,11.3783,0.1
3112,3660.63,0.801,-0.0911208,11.5433,0.1
3113,3661.31,0.825,-0.0741733,11.4114,0.1
3114,3662.07,0.8727,-0.0888596,11.3472,0.1
3115,3662.87,0.8967,-0.082228,11.5973,0.1
3116,3663.76,0.9436,-0.0965498,11.5936,0.1
3117,3664.79,1.0129,-0.112946,11.3622,0.1
3118,3665.86,1.0361,-0.0973443,11.6537,0.1
3119,3667.03,1.0812,-0.111155,11.5972,0.1
3120,3668.25,1.1032,-0.104666,11.3953,0.1
3121,3669.52,1.1253,-0.107479,11.5297,0.1
3122,3670.88,1.1689,-0.121024,11.5931,0.1
3123,3672.3,1.1904,-0.114929,11.3927,0.1
3124,3673.77,1.2122,-0.117835,11.5196,0.1
3125,3675.29,1.2338,-0.120532,11.4613,0.1
3126,3676.87,1.2557,-0.12347,11.5085,0.1
3127,3678.5,1.2776,-0.126298,11.5337,0.1
3128,3680.37,1.3659,-0.162371,11.3739,0.1
3129,3682.29,1.3887,-0.139146,11.555,0.1
3130,3684.59,1.5162,-0.194534,11.3156,0.1
3131,3686.76,1.4705,-0.121419,11.5971,0.1
3132,3689.04,1.5108,-0.160604,11.4127,0.1
3133,3691.38,1.5289,-0.154299,11.5162,0.1
3134,3693.77,1.548,-0.157383,11.3699,0.1
3135,3696.23,1.5688,-0.160927,11.5593,0.1
3136,3698.76,1.5902,-0.164102,11.3479,0.1
3137,3701.44,1.6363,-0.179411,11.3972,0.1
3138,3704.2,1.6605,-0.173901,11.5094,0.1
3139,3707.04,1.6848,-0.177213,11.3175,0.1
3140,3709.96,1.7098,-0.180848,11.5701,0.1
3141,3712.97,1.7339,-0.183765,11.3554,0.1
3142,3716.06,1.7583,-0.187204,11.5473,0.1
3143,3719.23,1.7817,-0.190035,11.3058,0.1
3144,3722.49,1.8054,-0.193428,11.5412,0.1
3145,3726.09,1.8962,-0.230296,11.5841,0.1
3146,3729.76,1.9179,-0.205785,11.3276,0.1
3147,3733.61,1.9606,-0.219435,11.3843,0.1
3148,3737.53,1.9815,-0.213796,11.5013,0.1
3149,3741.7,2.041,-0.236206,11.3377,0.1
3150,3745.95,2.0606,-0.223237,11.6374,0.1
3151,3750.27,2.0792,-0.225736,11.3265,0.1
3152,3754.75,2.1158,-0.237654,11.3632,0.1
3153,3759.3,2.1337,-0.233031,11.5212,0.1
3154,3763.92,2.1507,-0.235446,11.2481,0.1
3155,3768.84,2.2161,-0.262454,11.3415,0.1
3156,3773.82,2.2318,-0.24526,11.5212,0.1
3157,3778.86,2.2464,-0.247404,11.258,0.1
3158,3783.98,2.2612,-0.250094,11.4842,0.1
3159,3789.15,2.275,-0.252212,11.2644,0.1
3160,3794.51,2.3155,-0.268099,11.6343,0.1
3161,3800.04,2.3519,-0.271275,11.3747,0.1
3162,3805.68,2.374,-0.268952,11.295,0.1
3163,3811.37,2.3847,-0.266655,11.5875,0.1
3164,3817.1,2.3945,-0.268472,11.2389,0.1
3165,3822.88,2.4042,-0.270604,11.4956,0.1
3166,3828.75,2.4221,-0.276885,11.5361,0.1
3167,3834.61,2.4221,-0.270936,11.5361,0.1
3168,3840.52,2.4302,-0.276201,11.353,0.1
3169,3846.46,2.4381,-0.27813,11.5065,0.1
3170,3852.48,2.4524,-0.283346,11.5859,0.1
3171,3858.55,2.4649,-0.285109,11.5914,0.1
3172,3864.7,2.48,-0.288899,11.3211,0.1
3173,3870.88,2.4843,-0.286251,11.5637,0.1
3174,3877.1,2.4939,-0.290578,11.2543,0.1
3175,3883.33,2.4963,-0.289186,11.5614,0.1
3176,3889.57,2.498,-0.290325,11.3244,0.1
3177,3895.82,2.5005,-0.292145,11.2575,0.1
3178,3902.08,2.5011,-0.292696,11.5901,0.1
3179,3908.33,2.5,-0.293156,11.3429,0.1
3180,3914.57,2.4989,-0.294295,11.5041,0.1
3181,3920.81,2.4971,-0.295084,11.2906,0.1
3182,3927.02,2.4924,-0.2947,11.2627,0.1
3183,3933.2,2.486,-0.294623,11.2506,0.1
3184,3939.38,2.486,-0.298426,11.2506,0.1
3185,3945.52,2.4777,-0.295515,11.301,0.1
3186,3951.61,2.4677,-0.295069,11.2454,0.1
3187,3957.61,2.4494,-0.291144,11.4809,0.1
3188,3963.53,2.4348,-0.292381,11.4042,0.1
3189,3969.34,2.41,-0.287026,11.483,0.1
3190,3975.11,2.4007,-0.293496,11.5573,0.1
3191,3980.82,2.3912,-0.293662,11.353,0.1
3192,3986.44,2.3705,-0.288297,11.3314,0.1
3193,3991.9,2.3364,-0.280695,11.6583,0.1
3194,3997.31,2.3247,-0.289648,11.1358,0.1
3195,4002.65,2.3122,-0.289234,11.4932,0.1
3196,4007.94,2.2992,-0.288883,11.5654,0.1
3197,4013.1,2.2718,-0.281519,11.7743,0.1
3198,4017.99,2.2125,-0.263936,11.6948,0.1
3199,4022.68,2.1644,-0.264688,11.233,0.1
3200,4027.29,2.1472,-0.276401,11.7595,0.1
3201,4031.75,2.1124,-0.266938,11.7146,0.1
3202,4036.14,2.095,-0.273205,11.1749,0.1
3203,4040.45,2.0767,-0.272053,11.5094,0.1
3204,4044.69,2.0579,-0.271002,11.5788,0.1
3205,4048.76,2.019,-0.260082,11.7498,0.1
3206,4052.76,1.9995,-0.266892,11.2601,0.1
3207,4056.68,1.9789,-0.265381,11.7151,0.1
3208,4060.52,1.9589,-0.264601,11.1658,0.1
3209,4064.27,1.9378,-0.263019,11.5178,0.1
3210,4067.86,1.8947,-0.250857,11.3972,0.1
3211,4071.28,1.8497,-0.246522,11.3516,0.1
3212,4074.62,1.8266,-0.253885,11.6764,0.1
3213,4077.87,1.8037,-0.252577,11.3354,0.1
3214,4080.96,1.7562,-0.238865,11.4369,0.1
3215,4083.96,1.7317,-0.246481,11.698,0.1
3216,4086.87,1.7075,-0.245034,11.3252,0.1
3217,4089.7,1.6822,-0.242906,11.7472,0.1
3218,4092.36,1.6316,-0.228541,11.696,0.1
3219,4094.94,1.6064,-0.236985,11.2149,0.1
3220,4097.36,1.5539,-0.221592,11.3064,0.1
3221,4099.69,1.5267,-0.229755,11.7236,0.1
3222,4101.94,1.5004,-0.228235,11.2449,0.1
3223,4104.03,1.4454,-0.211978,11.2884,0.1
3224,4106.04,1.4168,-0.220386,11.7966,0.1
3225,4107.97,1.389,-0.218621,11.3455,0.1
3226,4109.66,1.3022,-0.186992,11.7351,0.1
3227,4111.21,1.243,-0.192733,11.7984,0.1
3228,4112.68,1.2137,-0.20237,11.3151,0.1
3229,4114.08,1.1829,-0.199282,11.8276,0.1
3230,4115.41,1.1529,-0.197178,11.3966,0.1
3231,4116.6,1.0916,-0.179074,11.3668,0.1
3232,4117.66,1.0296,-0.173109,11.3445,0.1
3233,4118.66,0.998,-0.182608,11.6119,0.1
3234,4119.59,0.9671,-0.180281,11.3908,0.1
3235,4120.41,0.9059,-0.162494,11.4132,0.1
3236,4121.18,0.8755,-0.172212,11.7048,0.1
3237,4121.9,0.8466,-0.170345,11.3027,0.1
3238,4122.56,0.817,-0.167514,11.7583,0.1
3239,4123.19,0.7891,-0.165798,11.2295,0.1
3240,4123.72,0.7319,-0.148724,11.1972,0.1
3241,4124.23,0.7121,-0.16206,11.7079,0.1
3242,4124.69,0.6772,-0.152869,11.3065,0.1
3243,4125.11,0.6494,-0.153254,11.8393,0.1
3244,4125.5,0.623,-0.151485,11.3976,0.1
3245,4125.79,0.5452,-0.123418,11.6532,0.1
3246,4126.06,0.5203,-0.142348,11.4444,0.1
3247,4126.29,0.4712,-0.127993,11.4689,0.1
3248,4126.49,0.4464,-0.135457,11.6039,0.1
3249,4126.66,0.422,-0.133388,11.3529,0.1
3250,4126.8,0.3719,-0.118284,11.4536,0.1
3251,4126.89,0.2953,-0.100171,11.6986,0.1
3252,4126.96,0.2696,-0.118096,11.4919,0.1
3253,4127.02,0.2436,-0.115498,11.7504,0.1
3254,4127.02,0.0603,-0.0342779,11.313,0.1
3255,4127.02,0.0062,-0.080551,11.3861,0.1
3256,4127.03,-0.0208,-0.0886806,11.753,0.1
3257,4127.03,-0.0472,-0.086257,11.4434,0.1
3258,4127.03,-0.0742,-0.0832799,11.666,0.1
3259,4127.04,-0.1009,-0.0806795,11.4359,0.1
3260,4127.07,-0.1548,-0.0643321,11.415,0.1
3261,4127.11,-0.209,-0.0586876,11.4292,0.1
3262,4127.17,-0.2365,-0.0664993,11.7167,0.1
3263,4127.24,-0.2631,-0.0640678,11.3564,0.1
3264,4127.34,-0.3174,-0.0473991,11.3288,0.1
3265,4127.46,-0.3453,-0.0549964,11.8312,0.1
3266,4127.59,-0.372,-0.0526204,11.3307,0.1
3267,4127.78,-0.4264,-0.0358872,11.2321,0.1
3268,4128.01,-0.4808,-0.0302068,11.2489,0.1
3269,4128.27,-0.5086,-0.0378125,11.7751,0.1
3270,4128.55,-0.5353,-0.0353149,11.2751,0.1
3271,4128.87,-0.5632,-0.0317633,11.8107,0.1
3272,4129.22,-0.5898,-0.0293284,11.2659,0.1
3273,4129.6,-0.6176,-0.0257596,11.7872,0.1
3274,4130.13,-0.7268,0.0180838,11.8039,0.1
3275,4130.7,-0.7534,-0.0119195,11.306,0.1
3276,4131.35,-0.8069,0.00459395,11.2779,0.1
3277,4132.04,-0.8341,-0.002789,11.7859,0.1
3278,4132.93,-0.9401,0.0398011,11.7461,0.1
3279,4133.86,-0.9659,0.010784,11.3153,0.1
3280,4134.84,-0.9926,0.0143103,11.8285,0.1
3281,4135.99,-1.0696,0.0426651,11.28,0.1
3282,4137.36,-1.1725,0.0639014,11.4244,0.1
3283,4138.92,-1.2487,0.0614657,11.7441,0.1
3284,4140.54,-1.2732,0.0438723,11.4248,0.1
3285,4142.29,-1.3221,0.0591834,11.3246,0.1
3286,4144.1,-1.3466,0.0525467,11.6751,0.1
3287,4146.11,-1.4177,0.0790055,11.3685,0.1
3288,4148.26,-1.4649,0.074898,11.4423,0.1
3289,4150.48,-1.4886,0.0686123,11.7294,0.1
3290,4152.76,-1.5113,0.0712379,11.4035,0.1
3291,4155.18,-1.5571,0.0858365,11.4808,0.1
3292,4157.75,-1.602,0.0907675,11.4006,0.1
3293,4160.39,-1.6244,0.0848197,11.6173,0.1
3294,4163.17,-1.6682,0.0985938,11.6592,0.1
3295,4166.03,-1.6896,0.0926186,11.4304,0.1
3296,4168.96,-1.7112,0.0957142,11.7057,0.1
3297,4172.1,-1.7737,0.119211,11.3719,0.1
3298,4175.39,-1.8144,0.115468,11.4103,0.1
3299,4178.76,-1.8346,0.110206,11.6693,0.1
3300,4182.2,-1.8541,0.112803,11.4081,0.1
3301,4185.71,-1.8738,0.115789,11.695,0.1
3302,4189.36,-1.9118,0.127865,11.6496,0.1
3303,4193.09,-1.9302,0.12283,11.3964,0.1
3304,4196.96,-1.9667,0.134704,11.4207,0.1
3305,4200.9,-1.9849,0.130196,11.7123,0.1
3306,4204.9,-2.0021,0.132517,11.3405,0.1
3307,4208.98,-2.0196,0.135397,11.6712,0.1
3308,4213.13,-2.0365,0.137865,11.4284,0.1
3309,4217.42,-2.0699,0.14884,11.4607,0.1
3310,4221.77,-2.0863,0.144723,11.639,0.1
3311,4226.19,-2.102,0.147064,11.3872,0.1
3312,4230.67,-2.1177,0.149693,11.6655,0.1
3313,4235.28,-2.1479,0.159587,11.6476,0.1
3314,4240.02,-2.1771,0.163196,11.7131,0.1
3315,4244.95,-2.2183,0.173225,11.3813,0.1
3316,4250.04,-2.2568,0.177123,11.5551,0.1
3317,4255.29,-2.2917,0.180319,11.3284,0.1
3318,4260.64,-2.3133,0.178316,11.3724,0.1
3319,4266.04,-2.3237,0.176038,11.6222,0.1
3320,4271.49,-2.3334,0.177894,11.3836,0.1
3321,4276.98,-2.3431,0.180036,11.6633,0.1
3322,4282.51,-2.3522,0.181882,11.3312,0.1
3323,4288.08,-2.3611,0.183873,11.5642,0.1
3324,4293.74,-2.3778,0.189852,11.6028,0.1
3325,4299.43,-2.3855,0.188214,11.4161,0.1
3326,4305.25,-2.4134,0.200291,11.3299,0.1
3327,4311.11,-2.4195,0.193391,11.5556,0.1
3328,4316.99,-2.4251,0.194963,11.3797,0.1
3329,4322.9,-2.4306,0.196689,11.6258,0.1
3330,4328.85,-2.4404,0.200609,11.519,0.1
3331,4334.87,-2.4523,0.203865,11.567,0.1
3332,4340.9,-2.4557,0.202033,11.5993,0.1
3333,4346.94,-2.4585,0.203302,11.4744,0.1
3334,4353,-2.4611,0.204713,11.6133,0.1
3335,4359.07,-2.465,0.206855,11.6312,0.1
3336,4365.16,-2.4663,0.207178,11.3954,0.1
3337,4371.25,-2.4683,0.208892,11.6362,0.1
3338,4377.33,-2.4654,0.207875,11.3883,0.1
3339,4383.36,-2.4566,0.205863,11.6255,0.1
3340,4389.38,-2.4525,0.20856,11.4476,0.1
3341,4395.11,-2.3952,0.182747,11.3359,0.1
3342,4400.51,-2.324,0.171229,11.374,0.1
3343,4405.65,-2.2671,0.172393,11.6232,0.1
3344,4410.53,-2.2086,0.167007,11.4294,0.1
3345,4415.14,-2.147,0.160681,11.5722,0.1
3346,4419.66,-2.1263,0.176034,11.4154,0.1
3347,4424,-2.0837,0.164056,11.467,0.1
3348,4428.08,-2.0177,0.149104,11.6124,0.1
3349,4432.06,-1.9954,0.165352,11.3718,0.1
3350,4435.86,-1.9498,0.152447,11.3859,0.1
3351,4439.57,-1.9264,0.15995,11.6239,0.1
3352,4443.1,-1.8791,0.1466,11.6649,0.1
3353,4446.54,-1.8553,0.154547,11.4378,0.1
3354,4449.81,-1.8062,0.140421,11.5133,0.1
3355,4452.98,-1.7814,0.148551,11.611,0.1
3356,4456.06,-1.7564,0.146849,11.5434,0.1
3357,4458.97,-1.7055,0.132252,11.5777,0.1
3358,4461.79,-1.6799,0.140652,11.5468,0.1
3359,4464.44,-1.6276,0.125556,11.595,0.1
3360,4466.84,-1.5484,0.10765,11.3575,0.1
3361,4468.99,-1.4665,0.0991134,11.7115,0.1
3362,4471.06,-1.4391,0.118893,11.5277,0.1
3363,4472.9,-1.3561,0.089031,11.5259,0.1
3364,4474.67,-1.328,0.108845,11.571,0.1
3365,4476.28,-1.2715,0.0924707,11.5801,0.1
3366,4477.83,-1.2432,0.101542,11.5445,0.1
3367,4479.3,-1.2146,0.0991696,11.5862,0.1
3368,4480.71,-1.1858,0.0968025,11.634,0.1
3369,4481.92,-1.099,0.065472,11.453,0.1
3370,4482.94,-1.0099,0.056147,11.7264,0.1
3371,4483.73,-0.8904,0.0324822,11.6103,0.1
3372,4484.37,-0.8007,0.0358325,11.5705,0.1
3373,4484.96,-0.771,0.057248,11.4859,0.1
3374,4485.51,-0.7411,0.0545486,11.5322,0.1
3375,4486.02,-0.711,0.0518141,11.577,0.1
3376,4486.27,-0.4991,-0.0418464,11.7138,0.1
3377,4486.39,-0.3508,-0.031061,11.4162,0.1
3378,4486.48,-0.3001,0.00305905,11.6453,0.1
3379,4486.49,-0.0969,-0.0782125,11.6777,0.1
3380,4486.49,-0.0469,-0.021909,11.4394,0.1
3381,4486.49,0.0039,-0.027311,11.6858,0.1
3382,4486.54,0.2051,-0.107694,11.6106,0.1
3383,4486.66,0.3554,-0.102541,11.5727,0.1
3384,4486.83,0.4052,-0.0675238,11.5606,0.1
3385,4487.03,0.4548,-0.0726312,11.6108,0.1
3386,4487.29,0.5043,-0.0777934,11.5927,0.1
3387,4487.59,0.5538,-0.0830203,11.6492,0.1
3388,4488.02,0.6521,-0.112696,11.4997,0.1
3389,4488.51,0.7011,-0.0982269,11.6068,0.1
3390,4489.22,0.8451,-0.151049,11.3685,0.1
3391,4490.2,0.9889,-0.165844,11.6969,0.1
3392,4491.28,1.0358,-0.132292,11.4903,0.1
3393,4492.55,1.129,-0.160696,11.5232,0.1
3394,4493.93,1.1753,-0.147154,11.5724,0.1
3395,4495.42,1.2211,-0.152144,11.5387,0.1
3396,4497.26,1.3573,-0.202603,11.5079,0.1
3397,4499.23,1.4022,-0.171274,11.5432,0.1
3398,4501.72,1.5776,-0.241803,11.5331,0.1
3399,4504.35,1.6208,-0.194053,11.5391,0.1
3400,4507.4,1.7474,-0.240947,11.5251,0.1
3401,4510.6,1.789,-0.212002,11.5837,0.1
3402,4513.95,1.83,-0.216777,11.5919,0.1
3403,4517.45,1.871,-0.221812,11.6148,0.1
3404,4521.1,1.9111,-0.226418,11.5083,0.1
3405,4525.23,2.0304,-0.271043,11.5261,0.1
3406,4529.67,2.108,-0.263177,11.5344,0.1
3407,4534.27,2.146,-0.25221,11.5847,0.1
3408,4539.04,2.1839,-0.257052,11.6077,0.1
3409,4543.98,2.2209,-0.261502,11.5076,0.1
3410,4549.07,2.2581,-0.266431,11.6373,0.1
3411,4554.34,2.2942,-0.270748,11.465,0.1
3412,4560.1,2.4007,-0.310759,11.5392,0.1
3413,4566.37,2.5031,-0.32061,11.4923,0.1
3414,4572.97,2.5687,-0.313735,11.57,0.1
3415,4580.05,2.6626,-0.335776,11.4319,0.1
3416,4587.47,2.7225,-0.329527,11.5185,0.1
3417,4595.04,2.7514,-0.321393,11.5112,0.1
3418,4602.77,2.78,-0.325523,11.4667,0.1
3419,4610.65,2.8079,-0.329437,11.5204,0.1
3420,4618.84,2.8623,-0.346908,11.4302,0.1
3421,4627.49,2.9399,-0.365418,11.4776,0.1
3422,4636.27,2.9646,-0.34821,11.5224,0.1
3423,4645.35,3.012,-0.363536,11.4344,0.1
3424,4654.83,3.0798,-0.380016,11.5217,0.1
3425,4664.71,3.1426,-0.385867,11.4901,0.1
3426,4674.71,3.1626,-0.372329,11.4409,0.1
3427,4684.83,3.1815,-0.37537,11.4955,0.1
3428,4695.07,3.2002,-0.37876,11.4629,0.1
3429,4705.43,3.2181,-0.381839,11.5282,0.1
3430,4715.9,3.2357,-0.385097,11.525,0.1
3431,4726.68,3.2841,-0.403899,11.3857,0.1
3432,4737.57,3.2993,-0.393788,11.5639,0.1
3433,4748.81,3.3522,-0.415834,11.5283,0.1
3434,4758.7,3.1447,-0.292497,11.5433,0.1
3435,4769.04,3.2155,-0.412504,11.5587,0.1
3436,4780.06,3.3202,-0.438195,11.4423,0.1
3437,4791.54,3.3877,-0.431758,11.3476,0.1
3438,4803.66,3.4823,-0.4538,11.4589,0.1
3439,4816.6,3.5964,-0.474808,11.4694,0.1
3440,4829.97,3.6571,-0.461346,11.4282,0.1
3441,4843.7,3.7048,-0.462769,11.3156,0.1
3442,4857.6,3.729,-0.457653,11.5476,0.1
3443,4871.68,3.7524,-0.461549,11.4877,0.1
3444,4885.93,3.7751,-0.465427,11.4827,0.1
3445,4900.35,3.7975,-0.469446,11.6188,0.1
3446,4915.1,3.8394,-0.483355,11.6195,0.1
3447,4929.84,3.8394,-0.468515,11.6195,0.1
3448,4944.73,3.8587,-0.480094,11.3512,0.1
3449,4959.76,3.878,-0.483963,11.6332,0.1
3450,4974.94,3.896,-0.487191,11.4508,0.1
3451,4990.26,3.9136,-0.490748,11.4843,0.1
3452,5005.83,3.946,-0.501881,11.5471,0.1
3453,5021.52,3.9607,-0.498252,11.3687,0.1
3454,5037.32,3.9751,-0.501559,11.6232,0.1
3455,5053.23,3.9882,-0.504343,11.4392,0.1
3456,5069.23,4.0009,-0.507454,11.4953,0.1
3457,5085.33,4.0122,-0.51003,11.5124,0.1
3458,5101.52,4.0232,-0.513021,11.5233,0.1
3459,5117.78,4.0329,-0.515488,11.4143,0.1
3460,5134.12,4.0422,-0.518279,11.5548,0.1
3461,5150.52,4.0502,-0.520584,11.3229,0.1
3462,5166.99,4.0576,-0.523113,11.5636,0.1
3463,5183.5,4.0639,-0.525335,11.2884,0.1
3464,5200.06,4.0695,-0.52765,11.5285,0.1
3465,5216.66,4.074,-0.529697,11.4078,0.1
3466,5233.29,4.0779,-0.531885,11.6002,0.1
3467,5249.94,4.0806,-0.533716,11.3853,0.1
3468,5266.61,4.0828,-0.535777,11.6092,0.1
3469,5283.29,4.0837,-0.537389,11.4125,0.1
3470,5299.97,4.0841,-0.539271,11.5545,0.1
3471,5316.64,4.0834,-0.540803,11.2988,0.1
3472,5333.3,4.082,-0.542424,11.5356,0.1
3473,5349.88,4.0717,-0.53987,11.4127,0.1
3474,5366.42,4.0668,-0.543573,11.5588,0.1
3475,5382.8,4.0467,-0.537506,11.3222,0.1
3476,5399.11,4.0383,-0.543366,11.5619,0.1
3477,5415.17,4.0082,-0.53368,11.3918,0.1
3478,5430.94,3.9708,-0.529005,11.5437,0.1
3479,5446.6,3.9568,-0.538943,11.3499,0.1
3480,5462.01,3.9263,-0.531257,11.3801,0.1
3481,5477.3,3.9099,-0.537212,11.6015,0.1
3482,5492.45,3.8927,-0.537118,11.4095,0.1
3483,5507.47,3.8749,-0.537035,11.4978,0.1
3484,5522.19,3.8365,-0.526874,11.546,0.1
3485,5536.75,3.8163,-0.534042,11.3335,0.1
3486,5550.99,3.7735,-0.522608,11.3145,0.1
3487,5564.7,3.703,-0.50633,11.6083,0.1
3488,5578.24,3.6789,-0.524319,11.4267,0.1
3489,5591.64,3.6608,-0.52674,11.5067,0.1
3490,5604.71,3.6163,-0.513538,11.3339,0.1
3491,5617.61,3.5908,-0.520383,11.5617,0.1
3492,5630.05,3.5272,-0.500547,11.3404,0.1
3493,5642.26,3.495,-0.511634,11.3353,0.1
3494,5654.82,3.544,-0.550786,11.5822,0.1
3495,5667.07,3.4995,-0.510686,11.3963,0.1
3496,5679.1,3.4684,-0.51467,11.5881,0.1
3497,5691.01,3.4511,-0.520186,11.4143,0.1
3498,5702.89,3.4473,-0.52693,11.516,0.1
3499,5714.78,3.4475,-0.530273,11.3503,0.1
3500,5726.52,3.4261,-0.521206,11.4352,0.1
3501,5738.2,3.4185,-0.527676,11.5425,0.1
3502,5749.85,3.4127,-0.529522,11.3885,0.1
3503,5761.4,3.3982,-0.526291,11.5322,0.1
3504,5772.9,3.3916,-0.530487,11.3333,0.1
3505,5784.35,3.3843,-0.531169,11.5524,0.1
3506,5795.63,3.3572,-0.522218,11.3459,0.1
3507,5806.83,3.3466,-0.529431,11.5557,0.1
3508,5817.78,3.3101,-0.517076,11.4518,0.1
3509,5828.65,3.2965,-0.526524,11.4778,0.1
3510,5839.42,3.2822,-0.526455,11.3771,0.1
3511,5849.99,3.2508,-0.518101,11.4162,0.1
3512,5860.45,3.234,-0.523878,11.5708,0.1
3513,5870.79,3.2165,-0.523456,11.3955,0.1
3514,5881.02,3.198,-0.522805,11.5783,0.1
3515,5890.87,3.1387,-0.502124,11.2612,0.1
3516,5900.31,3.0716,-0.49383,11.5373,0.1
3517,5909.6,3.0479,-0.510344,11.3314,0.1
3518,5918.74,3.0233,-0.509036,11.575,0.1
3519,5927.73,2.9981,-0.507775,11.3532,0.1
3520,5936.56,2.9719,-0.506241,11.5976,0.1
3521,5945.23,2.9453,-0.504893,11.3471,0.1
3522,5953.42,2.861,-0.474814,11.5015,0.1
3523,5960.92,2.7381,-0.448453,11.5124,0.1
3524,5967.88,2.6393,-0.449533,11.4024,0.1
3525,5974.67,2.6054,-0.473405,11.4671,0.1
3526,5981.28,2.5707,-0.470901,11.4657,0.1
3527,5987.71,2.5358,-0.468599,11.4258,0.1
3528,5993.96,2.4995,-0.465658,11.4863,0.1
3529,5999.84,2.4265,-0.444892,11.4028,0.1
3530,6005.55,2.3892,-0.456636,11.4019,0.1
3531,6011.08,2.3507,-0.453482,11.4624,0.1
3532,6016.24,2.2724,-0.430868,11.4382,0.1
3533,6021.23,2.2326,-0.443404,11.3768,0.1
3534,6026.03,2.1917,-0.43997,11.4289,0.1
3535,6030.65,2.1506,-0.436855,11.4141,0.1
3536,6035.1,2.1084,-0.433249,11.4589,0.1
3537,6039.37,2.0661,-0.430012,11.4285,0.1
3538,6043.46,2.0225,-0.426144,11.5007,0.1
3539,6047.37,1.9788,-0.422723,11.4988,0.1
3540,6051.12,1.9346,-0.41907,11.4215,0.1
3541,6054.52,1.8444,-0.392573,11.5062,0.1
3542,6057.75,1.7987,-0.406702,11.4698,0.1
3543,6060.82,1.752,-0.402508,11.5109,0.1
3544,6063.57,1.6581,-0.375067,11.3922,0.1
3545,6066.17,1.6099,-0.389332,11.6021,0.1
3546,6068.61,1.5621,-0.385493,11.3723,0.1
3547,6070.61,1.4142,-0.33137,11.5119,0.1
3548,6072.2,1.2628,-0.315461,11.4602,0.1
3549,6073.55,1.1597,-0.325051,11.5204,0.1
3550,6074.66,1.0557,-0.314819,11.4328,0.1
3551,6075.37,0.8442,-0.251091,11.3615,0.1
3552,6075.84,0.681,-0.254432,11.591,0.1
3553,6076.1,0.517,-0.23797,11.4036,0.1
3554,6076.19,0.2934,-0.191917,11.4799,0.1
3555,6076.22,0.1804,-0.224947,11.5449,0.1
3556,6076.22,0.0109,-0.185403,11.6221,0.1
3557,6076.24,-0.1479,-0.173729,11.3812,0.1
3558,6076.33,-0.286,-0.168056,11.6297,0.1
3559,6076.43,-0.3263,-0.202983,11.414,0.1
3560,6076.56,-0.3641,-0.20002,11.6753,0.1
3561,6076.79,-0.4714,-0.161255,11.4982,0.1
3562,6077.04,-0.5078,-0.185721,11.5825,0.1
3563,6077.47,-0.6543,-0.126704,11.5314,0.1
3564,6077.95,-0.6915,-0.166358,11.5211,0.1
3565,6078.6,-0.8028,-0.125187,11.5086,0.1
3566,6079.43,-0.9162,-0.112548,11.4848,0.1
3567,6080.5,-1.0302,-0.100393,11.4699,0.1
3568,6081.81,-1.1452,-0.0879208,11.5515,0.1
